year,sex,age_group,activity,units,activity_long,Number of people,Average
2018,Female,"(15,25]",lsvol,Combined,Volunteer/Charity work,1530,0.5145537948290242
2018,Female,"(15,25]",lscar,Combined,Caring for disabled spouse/relative,1530,0.5687675070028011
2018,Female,"(25,35]",lsemp,Combined,Paid employment,1815,25.818136604774537
2018,Female,"(25,35]",lscom,Combined,Travelling to/from paid employment,1815,3.4217811874583055
2018,Female,"(25,35]",lserr,Combined,Household errands,1815,4.624182139699381
2018,Female,"(25,35]",lshw,Combined,Housework,1815,11.921526867627785
2018,Female,"(25,35]",lsod,Combined,Outdoor tasks,1815,1.8263796909492274
2018,Female,"(25,35]",lschd,Combined,Playing with your children,1815,19.270606267029972
2018,Female,"(25,35]",lsocd,Combined,Playing with other peoples children,1815,0.680327868852459
2018,Female,"(25,35]",lsvol,Combined,Volunteer/Charity work,1815,0.5825342465753425
2018,Female,"(25,35]",lscar,Combined,Caring for disabled spouse/relative,1815,0.6862502859757492
2018,Female,"(35,45]",lsemp,Combined,Paid employment,1392,25.426878130217027
2018,Female,"(35,45]",lscom,Combined,Travelling to/from paid employment,1392,3.0504802259887005
2018,Female,"(35,45]",lserr,Combined,Household errands,1392,5.437297599106644
2018,Female,"(35,45]",lshw,Combined,Housework,1392,15.517605633802816
2018,Female,"(35,45]",lsod,Combined,Outdoor tasks,1392,2.584612141652614
2018,Female,"(35,45]",lschd,Combined,Playing with your children,1392,20.475927499291984
2018,Female,"(35,45]",lsocd,Combined,Playing with other peoples children,1392,0.7842666666666667
2018,Female,"(35,45]",lsvol,Combined,Volunteer/Charity work,1392,0.9365846514352666
2018,Female,"(35,45]",lscar,Combined,Caring for disabled spouse/relative,1392,1.5536515151515151
2018,Female,"(45,55]",lsemp,Combined,Paid employment,1499,27.320203976245804
2018,Female,"(45,55]",lscom,Combined,Travelling to/from paid employment,1499,3.351015625
2018,Female,"(45,55]",lserr,Combined,Household errands,1499,5.263099820374647
2018,Female,"(45,55]",lshw,Combined,Housework,1499,14.191387195121951
2018,Female,"(45,55]",lsod,Combined,Outdoor tasks,1499,3.176749934946656
2018,Female,"(45,55]",lschd,Combined,Playing with your children,1499,5.557477403451109
2018,Female,"(45,55]",lsocd,Combined,Playing with other peoples children,1499,1.3413098236775818
2018,Female,"(45,55]",lsvol,Combined,Volunteer/Charity work,1499,1.0860259596796464
2018,Female,"(45,55]",lscar,Combined,Caring for disabled spouse/relative,1499,2.7562290969899665
2018,Female,"(55,65]",lsemp,Combined,Paid employment,1416,17.771169354838708
2018,Female,"(55,65]",lscom,Combined,Travelling to/from paid employment,1416,2.1076484947111473
2018,Female,"(55,65]",lserr,Combined,Household errands,1416,5.333786666666667
2018,Female,"(55,65]",lshw,Combined,Housework,1416,14.89864187763713
2018,Female,"(55,65]",lsod,Combined,Outdoor tasks,1416,3.9127403846153848
2018,Female,"(55,65]",lschd,Combined,Playing with your children,1416,1.0999134948096885
2018,Female,"(55,65]",lsocd,Combined,Playing with other peoples children,1416,2.5674957118353343
2018,Female,"(55,65]",lsvol,Combined,Volunteer/Charity work,1416,1.362118619903051
2018,Female,"(55,65]",lscar,Combined,Caring for disabled spouse/relative,1416,4.236847389558233
2018,Female,"(65,75]",lsemp,Combined,Paid employment,1035,3.48046875
2018,Female,"(65,75]",lscom,Combined,Travelling to/from paid employment,1035,0.3940382452193476
2018,Female,"(65,75]",lserr,Combined,Household errands,1035,5.991125541125541
2018,Female,"(65,75]",lshw,Combined,Housework,1035,18.071535181236673
2018,Female,"(65,75]",lsod,Combined,Outdoor tasks,1035,4.71326164874552
2018,Female,"(65,75]",lschd,Combined,Playing with your children,1035,0.5348110736999626
2018,Female,"(65,75]",lsocd,Combined,Playing with other peoples children,1035,2.5842377260981912
2018,Female,"(65,75]",lsvol,Combined,Volunteer/Charity work,1035,1.6664823008849559
2018,Female,"(65,75]",lscar,Combined,Caring for disabled spouse/relative,1035,3.065420386904762
2018,Female,"(75,Inf]",lsemp,Combined,Paid employment,733,0.0773286467486819
2018,Female,"(75,Inf]",lscom,Combined,Travelling to/from paid employment,733,0.010843731431966727
2018,Female,"(75,Inf]",lserr,Combined,Household errands,733,5.247764227642277
2018,Female,"(75,Inf]",lshw,Combined,Housework,733,16.332235701906413
2018,Female,"(75,Inf]",lsod,Combined,Outdoor tasks,733,3.875175438596491
2018,Female,"(75,Inf]",lschd,Combined,Playing with your children,733,0.3623445825932504
2018,Female,"(75,Inf]",lsocd,Combined,Playing with other peoples children,733,0.3682033096926714
2018,Female,"(75,Inf]",lsvol,Combined,Volunteer/Charity work,733,1.3786008230452675
2018,Female,"(75,Inf]",lscar,Combined,Caring for disabled spouse/relative,733,2.052469135802469
2019,Male,"(15,25]",lsemp,Combined,Paid employment,1473,22.81125730994152
2019,Male,"(15,25]",lscom,Combined,Travelling to/from paid employment,1473,2.5890366430260046
2019,Male,"(15,25]",lserr,Combined,Household errands,1473,1.870796460176991
2019,Male,"(15,25]",lshw,Combined,Housework,1473,3.6338546191717347
2019,Male,"(15,25]",lsod,Combined,Outdoor tasks,1473,1.761528384279476
2019,Male,"(15,25]",lschd,Combined,Playing with your children,1473,1.1135547576301617
2019,Male,"(15,25]",lsocd,Combined,Playing with other peoples children,1473,0.37986173730087164
2019,Male,"(15,25]",lsvol,Combined,Volunteer/Charity work,1473,0.6131381381381381
2019,Male,"(15,25]",lscar,Combined,Caring for disabled spouse/relative,1473,0.2082204155374887
2019,Male,"(25,35]",lsemp,Combined,Paid employment,1784,37.893533048026626
2019,Male,"(25,35]",lscom,Combined,Travelling to/from paid employment,1784,4.648457459628826
2019,Male,"(25,35]",lserr,Combined,Household errands,1784,3.3727479091995223
2019,Male,"(25,35]",lshw,Combined,Housework,1784,5.833345128568059
2019,Male,"(25,35]",lsod,Combined,Outdoor tasks,1784,3.033333333333333
2019,Male,"(25,35]",lschd,Combined,Playing with your children,1784,7.22959409594096
2019,Male,"(25,35]",lsocd,Combined,Playing with other peoples children,1784,0.3850138994187516
2019,Male,"(25,35]",lsvol,Combined,Volunteer/Charity work,1784,0.5926065162907268
2019,Male,"(25,35]",lscar,Combined,Caring for disabled spouse/relative,1784,0.3542777354658543
2019,Male,"(35,45]",lsemp,Combined,Paid employment,1296,40.038197692547556
2019,Male,"(35,45]",lscom,Combined,Travelling to/from paid employment,1296,4.806786616161616
2019,Male,"(35,45]",lserr,Combined,Household errands,1296,3.6952089224002513
2019,Male,"(35,45]",lshw,Combined,Housework,1296,6.954906542056075
2019,Male,"(35,45]",lsod,Combined,Outdoor tasks,1296,4.312246173070915
2019,Male,"(35,45]",lschd,Combined,Playing with your children,1296,10.017817723115737
2019,Male,"(35,45]",lsocd,Combined,Playing with other peoples children,1296,0.34780439121756485
2019,Male,"(35,45]",lsvol,Combined,Volunteer/Charity work,1296,0.6170300627684175
2019,Male,"(35,45]",lscar,Combined,Caring for disabled spouse/relative,1296,0.7372411489645958
2019,Male,"(45,55]",lsemp,Combined,Paid employment,1332,38.7437987987988
2019,Male,"(45,55]",lscom,Combined,Travelling to/from paid employment,1332,4.630718654434251
2019,Male,"(45,55]",lserr,Combined,Household errands,1332,3.919755877034358
2019,Male,"(45,55]",lshw,Combined,Housework,1332,6.733987511150758
2019,Male,"(45,55]",lsod,Combined,Outdoor tasks,1332,4.5440956651718984
2019,Male,"(45,55]",lschd,Combined,Playing with your children,1332,4.537511693171188
2019,Male,"(45,55]",lsocd,Combined,Playing with other peoples children,1332,0.32728164867517173
2019,Male,"(45,55]",lsvol,Combined,Volunteer/Charity work,1332,0.7815030774214448
2019,Male,"(45,55]",lscar,Combined,Caring for disabled spouse/relative,1332,1.1560859580052494
2019,Male,"(55,65]",lsemp,Combined,Paid employment,1283,28.20866247755835
2019,Male,"(55,65]",lscom,Combined,Travelling to/from paid employment,1283,3.2410725167580745
2019,Male,"(55,65]",lserr,Combined,Household errands,1283,4.309081293442127
2019,Male,"(55,65]",lshw,Combined,Housework,1283,7.064731473147314
2019,Male,"(55,65]",lsod,Combined,Outdoor tasks,1283,5.938849135360763
2019,Male,"(55,65]",lschd,Combined,Playing with your children,1283,1.594493320299772
2019,Male,"(55,65]",lsocd,Combined,Playing with other peoples children,1283,1.0731646825396826
2019,Male,"(55,65]",lsvol,Combined,Volunteer/Charity work,1283,1.109493254359987
2019,Male,"(55,65]",lscar,Combined,Caring for disabled spouse/relative,1283,1.8066006600660065
2019,Male,"(65,75]",lsemp,Combined,Paid employment,925,5.8147914032869785
2019,Male,"(65,75]",lscom,Combined,Travelling to/from paid employment,925,0.6963804713804714
2019,Male,"(65,75]",lserr,Combined,Household errands,925,4.994355828220859
2019,Male,"(65,75]",lshw,Combined,Housework,925,8.057689161554192
2019,Male,"(65,75]",lsod,Combined,Outdoor tasks,925,7.988882138517618
2019,Male,"(65,75]",lschd,Combined,Playing with your children,925,0.6756525459991441
2019,Male,"(65,75]",lsocd,Combined,Playing with other peoples children,925,1.4467091295116772
2019,Male,"(65,75]",lsvol,Combined,Volunteer/Charity work,925,1.9897828863346105
2019,Male,"(65,75]",lscar,Combined,Caring for disabled spouse/relative,925,2.3921188630490957
2019,Male,"(75,Inf]",lsemp,Combined,Paid employment,616,0.9710578842315369
2019,Male,"(75,Inf]",lscom,Combined,Travelling to/from paid employment,616,0.11382113821138211
2019,Male,"(75,Inf]",lserr,Combined,Household errands,616,5.480353634577603
2019,Male,"(75,Inf]",lshw,Combined,Housework,616,7.663071895424837
2019,Male,"(75,Inf]",lsod,Combined,Outdoor tasks,616,7.065568475452197
2019,Male,"(75,Inf]",lschd,Combined,Playing with your children,616,0.18811881188118812
2019,Male,"(75,Inf]",lsocd,Combined,Playing with other peoples children,616,0.3396288933068257
2019,Male,"(75,Inf]",lsvol,Combined,Volunteer/Charity work,616,1.604950495049505
2019,Male,"(75,Inf]",lscar,Combined,Caring for disabled spouse/relative,616,1.5711422845691383
2019,Female,"(15,25]",lsemp,Combined,Paid employment,1475,20.112131058759815
2019,Female,"(15,25]",lscom,Combined,Travelling to/from paid employment,1475,2.4017624202053844
2019,Female,"(15,25]",lserr,Combined,Household errands,1475,2.406592653508772
2019,Female,"(15,25]",lshw,Combined,Housework,1475,5.687311218985976
2019,Female,"(15,25]",lsod,Combined,Outdoor tasks,1475,0.8204969796814937
2019,Female,"(15,25]",lschd,Combined,Playing with your children,1475,4.149915966386555
2019,Female,"(15,25]",lsocd,Combined,Playing with other peoples children,1475,0.564317673378076
2019,Female,"(15,25]",lsvol,Combined,Volunteer/Charity work,1475,0.5374234835837507
2019,Female,"(15,25]",lscar,Combined,Caring for disabled spouse/relative,1475,0.5786375105130361
2019,Female,"(25,35]",lsemp,Combined,Paid employment,1871,25.12031776094276
2019,Female,"(25,35]",lscom,Combined,Travelling to/from paid employment,1871,3.3143619291506616
2019,Female,"(25,35]",lserr,Combined,Household errands,1871,4.541032893358475
2019,Female,"(25,35]",lshw,Combined,Housework,1871,12.160882658359293
2019,Female,"(25,35]",lsod,Combined,Outdoor tasks,1871,1.9023462270133165
2019,Female,"(25,35]",lschd,Combined,Playing with your children,1871,18.941311369509044
2019,Female,"(25,35]",lsocd,Combined,Playing with other peoples children,1871,0.7032362459546926
2019,Female,"(25,35]",lsvol,Combined,Volunteer/Charity work,1871,0.5559485182781744
2019,Female,"(25,35]",lscar,Combined,Caring for disabled spouse/relative,1871,0.49772431729518857
2019,Female,"(35,45]",lsemp,Combined,Paid employment,1388,26.24516356457981
2019,Female,"(35,45]",lscom,Combined,Travelling to/from paid employment,1388,3.1472413793103446
2019,Female,"(35,45]",lserr,Combined,Household errands,1388,5.276134122287968
2019,Female,"(35,45]",lshw,Combined,Housework,1388,14.98300027754649
2019,Female,"(35,45]",lsod,Combined,Outdoor tasks,1388,2.601185436071126
2019,Female,"(35,45]",lschd,Combined,Playing with your children,1388,19.137037037037036
2019,Female,"(35,45]",lsocd,Combined,Playing with other peoples children,1388,0.7121681415929203
2019,Female,"(35,45]",lsvol,Combined,Volunteer/Charity work,1388,0.9220029239766082
2019,Female,"(35,45]",lscar,Combined,Caring for disabled spouse/relative,1388,1.0523428232502965
2019,Female,"(45,55]",lsemp,Combined,Paid employment,1441,27.73603314621759
2019,Female,"(45,55]",lscom,Combined,Travelling to/from paid employment,1441,3.2481633771929825
2019,Female,"(45,55]",lserr,Combined,Household errands,1441,5.286006415396953
2019,Female,"(45,55]",lshw,Combined,Housework,1441,13.746695744118425
2019,Female,"(45,55]",lsod,Combined,Outdoor tasks,1441,3.0904139433551197
2019,Female,"(45,55]",lschd,Combined,Playing with your children,1441,5.735164835164835
2019,Female,"(45,55]",lsocd,Combined,Playing with other peoples children,1441,1.2880910683012259
2019,Female,"(45,55]",lsvol,Combined,Volunteer/Charity work,1441,0.9282387190684134
2019,Female,"(45,55]",lscar,Combined,Caring for disabled spouse/relative,1441,2.496693005560433
2019,Female,"(55,65]",lsemp,Combined,Paid employment,1426,17.79734126984127
2019,Female,"(55,65]",lscom,Combined,Travelling to/from paid employment,1426,2.213064516129032
2019,Female,"(55,65]",lserr,Combined,Household errands,1426,5.487658227848101
2019,Female,"(55,65]",lshw,Combined,Housework,1426,14.204351204351203
2019,Female,"(55,65]",lsod,Combined,Outdoor tasks,1426,3.596284584980237
2019,Female,"(55,65]",lschd,Combined,Playing with your children,1426,1.1953508030431108
2019,Female,"(55,65]",lsocd,Combined,Playing with other peoples children,1426,2.319374298540965
2019,Female,"(55,65]",lsvol,Combined,Volunteer/Charity work,1426,1.361041141897565
2019,Female,"(55,65]",lscar,Combined,Caring for disabled spouse/relative,1426,3.5504951895868704
2019,Female,"(65,75]",lsemp,Combined,Paid employment,1074,3.4821701199563795
2019,Female,"(65,75]",lscom,Combined,Travelling to/from paid employment,1074,0.39281261459479283
2019,Female,"(65,75]",lserr,Combined,Household errands,1074,5.996216121084125
2019,Female,"(65,75]",lshw,Combined,Housework,1074,16.842679127725855
2019,Female,"(65,75]",lsod,Combined,Outdoor tasks,1074,4.517626527050611
2019,Female,"(65,75]",lschd,Combined,Playing with your children,1074,0.4747530186608123
2019,Female,"(65,75]",lsocd,Combined,Playing with other peoples children,1074,2.2030122655122657
2019,Female,"(65,75]",lsvol,Combined,Volunteer/Charity work,1074,1.7974910394265233
2019,Female,"(65,75]",lscar,Combined,Caring for disabled spouse/relative,1074,3.0216284987277353
2019,Female,"(75,Inf]",lsemp,Combined,Paid employment,747,0.14839797639123103
2019,Female,"(75,Inf]",lscom,Combined,Travelling to/from paid employment,747,0.023116438356164382
2019,Female,"(75,Inf]",lserr,Combined,Household errands,747,5.278428093645485
2019,Female,"(75,Inf]",lshw,Combined,Housework,747,15.710168569874932
2019,Female,"(75,Inf]",lsod,Combined,Outdoor tasks,747,3.9238648947951273
2019,Female,"(75,Inf]",lschd,Combined,Playing with your children,747,0.08234295415959253
2019,Female,"(75,Inf]",lsocd,Combined,Playing with other peoples children,747,0.3459322033898305
2019,Female,"(75,Inf]",lsvol,Combined,Volunteer/Charity work,747,1.5254089114495206
2019,Female,"(75,Inf]",lscar,Combined,Caring for disabled spouse/relative,747,2.5991525423728814
2020,Male,"(15,25]",lsemp,Combined,Paid employment,1418,20.54734597156398
2020,Male,"(15,25]",lscom,Combined,Travelling to/from paid employment,1418,2.1210408684546618
2020,Male,"(15,25]",lserr,Combined,Household errands,1418,1.9064823641563393
2020,Male,"(15,25]",lshw,Combined,Housework,1418,3.8128737802958765
2020,Male,"(15,25]",lsod,Combined,Outdoor tasks,1418,1.8969065656565656
2020,Male,"(15,25]",lschd,Combined,Playing with your children,1418,1.0595768733850128
2020,Male,"(15,25]",lsocd,Combined,Playing with other peoples children,1418,0.40583010335917313
2020,Male,"(15,25]",lsvol,Combined,Volunteer/Charity work,1418,0.5368701550387597
2020,Male,"(15,25]",lscar,Combined,Caring for disabled spouse/relative,1418,0.14654333008763387
2020,Male,"(25,35]",lsemp,Combined,Paid employment,1763,36.27366592206503
2020,Male,"(25,35]",lscom,Combined,Travelling to/from paid employment,1763,3.8513574660633485
2020,Male,"(25,35]",lserr,Combined,Household errands,1763,3.32890625
2020,Male,"(25,35]",lshw,Combined,Housework,1763,5.9193660227835565
2020,Male,"(25,35]",lsod,Combined,Outdoor tasks,1763,3.472524199553239
2020,Male,"(25,35]",lschd,Combined,Playing with your children,1763,6.811022727272727
2020,Male,"(25,35]",lsocd,Combined,Playing with other peoples children,1763,0.4369220945083014
2020,Male,"(25,35]",lsvol,Combined,Volunteer/Charity work,1763,0.36431297709923666
2020,Male,"(25,35]",lscar,Combined,Caring for disabled spouse/relative,1763,0.4029163468917882
2020,Male,"(35,45]",lsemp,Combined,Paid employment,1281,38.211597614563715
2020,Male,"(35,45]",lscom,Combined,Travelling to/from paid employment,1281,3.890117572291071
2020,Male,"(35,45]",lserr,Combined,Household errands,1281,3.804170601196097
2020,Male,"(35,45]",lshw,Combined,Housework,1281,6.965194235588973
2020,Male,"(35,45]",lsod,Combined,Outdoor tasks,1281,4.289139987445072
2020,Male,"(35,45]",lschd,Combined,Playing with your children,1281,9.8434631212409
2020,Male,"(35,45]",lsocd,Combined,Playing with other peoples children,1281,0.43605706874189365
2020,Male,"(35,45]",lsvol,Combined,Volunteer/Charity work,1281,0.5455815464587395
2020,Male,"(35,45]",lscar,Combined,Caring for disabled spouse/relative,1281,0.6700975609756098
2020,Male,"(45,55]",lsemp,Combined,Paid employment,1274,36.59141318124208
2020,Male,"(45,55]",lscom,Combined,Travelling to/from paid employment,1274,3.6209615384615383
2020,Male,"(45,55]",lserr,Combined,Household errands,1274,3.8338888888888887
2020,Male,"(45,55]",lshw,Combined,Housework,1274,6.889933837429112
2020,Male,"(45,55]",lsod,Combined,Outdoor tasks,1274,4.895773752780426
2020,Male,"(45,55]",lschd,Combined,Playing with your children,1274,4.8277723418134375
2020,Male,"(45,55]",lsocd,Combined,Playing with other peoples children,1274,0.23820975283901136
2020,Male,"(45,55]",lsvol,Combined,Volunteer/Charity work,1274,0.600776346217377
2020,Male,"(45,55]",lscar,Combined,Caring for disabled spouse/relative,1274,1.1738977955911825
2020,Male,"(55,65]",lsemp,Combined,Paid employment,1259,27.3898753894081
2020,Male,"(55,65]",lscom,Combined,Travelling to/from paid employment,1259,2.6777301587301587
2020,Male,"(55,65]",lserr,Combined,Household errands,1259,4.125194522253346
2020,Male,"(55,65]",lshw,Combined,Housework,1259,7.135780669144982
2020,Male,"(55,65]",lsod,Combined,Outdoor tasks,1259,5.69968992248062
2020,Male,"(55,65]",lschd,Combined,Playing with your children,1259,1.3663439819296548
2020,Male,"(55,65]",lsocd,Combined,Playing with other peoples children,1259,0.97869918699187
2020,Male,"(55,65]",lsvol,Combined,Volunteer/Charity work,1259,0.9331868489583334
2020,Male,"(55,65]",lscar,Combined,Caring for disabled spouse/relative,1259,1.852467320261438
2020,Male,"(65,75]",lsemp,Combined,Paid employment,962,5.83860502838605
2020,Male,"(65,75]",lscom,Combined,Travelling to/from paid employment,962,0.536792071197411
2020,Male,"(65,75]",lserr,Combined,Household errands,962,4.558659549228945
2020,Male,"(65,75]",lshw,Combined,Housework,962,7.666239813736904
2020,Male,"(65,75]",lsod,Combined,Outdoor tasks,962,8.334564282923017
2020,Male,"(65,75]",lschd,Combined,Playing with your children,962,0.5870818218460299
2020,Male,"(65,75]",lsocd,Combined,Playing with other peoples children,962,1.195281124497992
2020,Male,"(65,75]",lsvol,Combined,Volunteer/Charity work,962,1.463096670677898
2020,Male,"(65,75]",lscar,Combined,Caring for disabled spouse/relative,962,1.9239482200647249
2020,Male,"(75,Inf]",lsemp,Combined,Paid employment,606,0.8596311475409836
2020,Male,"(75,Inf]",lscom,Combined,Travelling to/from paid employment,606,0.06318306010928962
2020,Male,"(75,Inf]",lserr,Combined,Household errands,606,4.474566666666667
2020,Male,"(75,Inf]",lshw,Combined,Housework,606,7.739361001317523
2020,Male,"(75,Inf]",lsod,Combined,Outdoor tasks,606,7.007821782178218
2020,Male,"(75,Inf]",lschd,Combined,Playing with your children,606,0.049796747967479675
2020,Male,"(75,Inf]",lsocd,Combined,Playing with other peoples children,606,0.23935091277890466
2020,Male,"(75,Inf]",lsvol,Combined,Volunteer/Charity work,606,1.3414478114478114
2020,Male,"(75,Inf]",lscar,Combined,Caring for disabled spouse/relative,606,1.391260162601626
2020,Female,"(15,25]",lsemp,Combined,Paid employment,1436,18.801997764738754
2020,Female,"(15,25]",lscom,Combined,Travelling to/from paid employment,1436,2.002758719268153
2020,Female,"(15,25]",lserr,Combined,Household errands,1436,2.453324880247957
2020,Female,"(15,25]",lshw,Combined,Housework,1436,5.862611482720179
2020,Female,"(15,25]",lsod,Combined,Outdoor tasks,1436,1.3302338686954072
2020,Female,"(15,25]",lschd,Combined,Playing with your children,1436,3.886876980697205
2020,Female,"(15,25]",lsocd,Combined,Playing with other peoples children,1436,0.7458045977011494
2020,Female,"(15,25]",lsvol,Combined,Volunteer/Charity work,1436,0.370222793487575
2020,Female,"(15,25]",lscar,Combined,Caring for disabled spouse/relative,1436,0.44605904270564634
2020,Female,"(25,35]",lsemp,Combined,Paid employment,1859,25.61358863495985
2020,Female,"(25,35]",lscom,Combined,Travelling to/from paid employment,1859,2.593507447031676
2020,Female,"(25,35]",lserr,Combined,Household errands,1859,4.172139764996908
2020,Female,"(25,35]",lshw,Combined,Housework,1859,11.78694221673864
2020,Female,"(25,35]",lsod,Combined,Outdoor tasks,1859,2.0319504643962847
2020,Female,"(25,35]",lschd,Combined,Playing with your children,1859,18.21314791403287
2020,Female,"(25,35]",lsocd,Combined,Playing with other peoples children,1859,0.9484513274336284
2020,Female,"(25,35]",lsvol,Combined,Volunteer/Charity work,1859,0.4632263478078456
2020,Female,"(25,35]",lscar,Combined,Caring for disabled spouse/relative,1859,0.4788165929669404
2020,Female,"(35,45]",lsemp,Combined,Paid employment,1389,25.840730184581975
2020,Female,"(35,45]",lscom,Combined,Travelling to/from paid employment,1389,2.526992004411359
2020,Female,"(35,45]",lserr,Combined,Household errands,1389,5.029414157851912
2020,Female,"(35,45]",lshw,Combined,Housework,1389,14.972448425624322
2020,Female,"(35,45]",lsod,Combined,Outdoor tasks,1389,2.7103045133224577
2020,Female,"(35,45]",lschd,Combined,Playing with your children,1389,18.6000823723229
2020,Female,"(35,45]",lsocd,Combined,Playing with other peoples children,1389,0.5991294580174108
2020,Female,"(35,45]",lsvol,Combined,Volunteer/Charity work,1389,0.6665273132664437
2020,Female,"(35,45]",lscar,Combined,Caring for disabled spouse/relative,1389,1.0636593591905565
2020,Female,"(45,55]",lsemp,Combined,Paid employment,1388,26.964965986394557
2020,Female,"(45,55]",lscom,Combined,Travelling to/from paid employment,1388,2.5542491749174916
2020,Female,"(45,55]",lserr,Combined,Household errands,1388,5.062904530744337
2020,Female,"(45,55]",lshw,Combined,Housework,1388,13.998383185125304
2020,Female,"(45,55]",lsod,Combined,Outdoor tasks,1388,3.2713779956427014
2020,Female,"(45,55]",lschd,Combined,Playing with your children,1388,6.36541248606466
2020,Female,"(45,55]",lsocd,Combined,Playing with other peoples children,1388,1.1718197135636057
2020,Female,"(45,55]",lsvol,Combined,Volunteer/Charity work,1388,0.6224002248454188
2020,Female,"(45,55]",lscar,Combined,Caring for disabled spouse/relative,1388,2.8905104342921604
2020,Female,"(55,65]",lsemp,Combined,Paid employment,1422,17.660780423280425
2020,Female,"(55,65]",lscom,Combined,Travelling to/from paid employment,1422,1.85579594017094
2020,Female,"(55,65]",lserr,Combined,Household errands,1422,4.978279229348113
2020,Female,"(55,65]",lshw,Combined,Housework,1422,14.442408854166667
2020,Female,"(55,65]",lsod,Combined,Outdoor tasks,1422,4.101381215469614
2020,Female,"(55,65]",lschd,Combined,Playing with your children,1422,0.9981707317073171
2020,Female,"(55,65]",lsocd,Combined,Playing with other peoples children,1422,2.1396799566042852
2020,Female,"(55,65]",lsvol,Combined,Volunteer/Charity work,1422,1.089983713355049
2020,Female,"(55,65]",lscar,Combined,Caring for disabled spouse/relative,1422,3.256786102062975
2020,Female,"(65,75]",lsemp,Combined,Paid employment,1073,3.3893620750087625
2020,Female,"(65,75]",lscom,Combined,Travelling to/from paid employment,1073,0.4069606801275239
2020,Female,"(65,75]",lserr,Combined,Household errands,1073,5.0146875
2020,Female,"(65,75]",lshw,Combined,Housework,1073,16.857228502911955
2020,Female,"(65,75]",lsod,Combined,Outdoor tasks,1073,4.82180412371134
2020,Female,"(65,75]",lschd,Combined,Playing with your children,1073,0.36914893617021277
2020,Female,"(65,75]",lsocd,Combined,Playing with other peoples children,1073,1.6894099051633298
2020,Female,"(65,75]",lsvol,Combined,Volunteer/Charity work,1073,1.174311440677966
2020,Female,"(65,75]",lscar,Combined,Caring for disabled spouse/relative,1073,3.2502656748140275
2020,Female,"(75,Inf]",lsemp,Combined,Paid employment,758,0.13758389261744966
2020,Female,"(75,Inf]",lscom,Combined,Travelling to/from paid employment,758,0.007588532883642495
2020,Female,"(75,Inf]",lserr,Combined,Household errands,758,4.781791125541125
2020,Female,"(75,Inf]",lshw,Combined,Housework,758,15.96656050955414
2020,Female,"(75,Inf]",lsod,Combined,Outdoor tasks,758,3.946838156484459
2020,Female,"(75,Inf]",lschd,Combined,Playing with your children,758,0.10790774299835255
2020,Female,"(75,Inf]",lsocd,Combined,Playing with other peoples children,758,0.3453355155482815
2020,Female,"(75,Inf]",lsvol,Combined,Volunteer/Charity work,758,0.8930010893246187
2020,Female,"(75,Inf]",lscar,Combined,Caring for disabled spouse/relative,758,2.806873977086743
2021,Male,"(15,25]",lsemp,Combined,Paid employment,1352,22.81899585921325
2021,Male,"(15,25]",lscom,Combined,Travelling to/from paid employment,1352,2.3258002783576894
2021,Male,"(15,25]",lserr,Combined,Household errands,1352,1.922992700729927
2021,Male,"(15,25]",lshw,Combined,Housework,1352,3.772331267217631
2021,Male,"(15,25]",lsod,Combined,Outdoor tasks,1352,1.7602072538860103
2021,Male,"(15,25]",lschd,Combined,Playing with your children,1352,1.1118971631205674
2021,Male,"(15,25]",lsocd,Combined,Playing with other peoples children,1352,0.31288841807909606
2021,Male,"(15,25]",lsvol,Combined,Volunteer/Charity work,1352,0.44425651867512334
2021,Male,"(15,25]",lscar,Combined,Caring for disabled spouse/relative,1352,0.39952229299363057
2021,Male,"(25,35]",lsemp,Combined,Paid employment,1700,36.36107161664034
2021,Male,"(25,35]",lscom,Combined,Travelling to/from paid employment,1700,3.646100427350427
2021,Male,"(25,35]",lserr,Combined,Household errands,1700,3.2486440231700895
2021,Male,"(25,35]",lshw,Combined,Housework,1700,5.833622274757026
2021,Male,"(25,35]",lsod,Combined,Outdoor tasks,1700,3.2664823591363876
2021,Male,"(25,35]",lschd,Combined,Playing with your children,1700,6.875921442023137
2021,Male,"(25,35]",lsocd,Combined,Playing with other peoples children,1700,0.44653573376977634
2021,Male,"(25,35]",lsvol,Combined,Volunteer/Charity work,1700,0.3272344471610975
2021,Male,"(25,35]",lscar,Combined,Caring for disabled spouse/relative,1700,0.6858060109289618
2021,Male,"(35,45]",lsemp,Combined,Paid employment,1307,39.37110368956743
2021,Male,"(35,45]",lscom,Combined,Travelling to/from paid employment,1307,3.8947477650063855
2021,Male,"(35,45]",lserr,Combined,Household errands,1307,3.7948325358851673
2021,Male,"(35,45]",lshw,Combined,Housework,1307,7.141116427432217
2021,Male,"(35,45]",lsod,Combined,Outdoor tasks,1307,4.15507800063674
2021,Male,"(35,45]",lschd,Combined,Playing with your children,1307,9.936776061776062
2021,Male,"(35,45]",lsocd,Combined,Playing with other peoples children,1307,0.4293885601577909
2021,Male,"(35,45]",lsvol,Combined,Volunteer/Charity work,1307,0.6106194690265486
2021,Male,"(35,45]",lscar,Combined,Caring for disabled spouse/relative,1307,0.8128712871287128
2021,Male,"(45,55]",lsemp,Combined,Paid employment,1237,37.116115970197605
